name	len	score	pvalue
S2C14615	2097	0.041897114366292953	0.24627993050834654
S2C14640	2016	1.0	0.0
S2C14658	2585	0.9996344447135925	0.002530402598383564
S2C14702	15752	0.9999995827674866	0.00028325402220711536
S2C14724	6305	1.0	0.0
S2C14836	2200	0.019060146063566208	0.2979832313618853
S2C15273	169010	0.9445594549179077	0.014238235516277665
S2C15292	2700	0.045046593993902206	0.24148349573230607
S2C15305	2089	0.9999586343765259	0.0010763652843870384
S2C15471	45150	1.0	0.0
S2C15523	4176	1.0	0.0
S2C15658	2507	0.9999905824661255	0.0006609260518166025
S2C15728	2143	0.9947603344917297	0.00615605408263464
S2C15893	90915	0.523486852645874	0.05362942820454717
S2C15955	2945	0.8157199621200562	0.024076591887604804
S2C15982	2066	0.0008778909686952829	0.5177317017901654
S2C16255	74031	0.9981639385223389	0.0044754135508724225
S2C16390	2775	0.990513265132904	0.007270186569982627
S2C16430	2283	0.5204797983169556	0.05440365586524662
S2C16650	2959	0.3328363001346588	0.11194198957625198
S2C16889	2833	0.9999141097068787	0.001548455321398897
S2C16944	3982	0.9723610877990723	0.01040486441574137
S2C17058	2093	0.7220429182052612	0.03127124405166554
S2C17155	28819	0.9989752769470215	0.0037011858901729736
S2C17168	3369	0.9998962879180908	0.0016617569302817433
S2C17361	3642	0.9799440503120422	0.009309615529873857
S2C17487	5676	1.0	0.0
S2C17556	2817	0.9998199343681335	0.0020016617569302815
S2C17703	7687	1.0	0.0
S2C17878	4927	0.8828115463256836	0.019053553893798626
S2C17910	2200	0.020984675735235214	0.291241785633356
S2C17924	4530	0.9994282126426697	0.0029647254324344737
S2C17927	2526	0.9966825842857361	0.005457360827857089
S2C18104	9026	0.093940868973732	0.19321701034821362
S2C18116	2238	0.7971888184547424	0.025549512803081802
S2C18196	2307	0.5108833312988281	0.05697182566659113
S2C18271	19867	0.9999975562095642	0.0004909736384923332
S2C18463	4929	1.0	0.0
S2C18515	6500	0.9999960660934448	0.0005476244429337563
S2C18591	97426	0.9925662875175476	0.006835863735931717
S2C19088	5886	0.947038471698761	0.014068283102953395
S2C19294	30061	0.4365718364715576	0.0871855880353501
S2C19343	3872	0.9758898019790649	0.009800589168366191
S2C19352	2759	0.9917181730270386	0.007043583352216934
S2C19521	9471	0.999842643737793	0.0019261273510083844
S2C19536	2097	1.0	0.0
S2C19802	2423	0.1276974081993103	0.17476773170179016
S2C19844	2237	0.3688487112522125	0.10387869174408944
S2C20086	2445	0.9987022876739502	0.004022207115341038
S2C20224	2776	0.9999964833259583	0.0005098572399728076
S2C20574	2300	0.011193133890628815	0.33531611148878315
S2C20578	2001	0.8837546706199646	0.018978019487876727
S2C20662	4076	0.9778062105178833	0.009555102349120024
S2C20678	2789	0.059125758707523346	0.2239406299569454
S2C20680	2184	0.9956098198890686	0.005872800060427525
S2C20823	2763	0.9999971985816956	0.0005098572399728076
S2C20917	4517	0.2719094753265381	0.12667119873102198
S2C20992	2238	0.9973915815353394	0.005041921595286653
S2C21043	2386	0.9766671657562256	0.009706171160963818
S2C21081	5818	1.0	0.0
S2C21142	2281	0.6844749450683594	0.0343870382959438
S2C21562	10864	0.9999927282333374	0.0006231588488556538
S2C21665	67854	0.9907913208007812	0.007251302968502153
S2C21845	2187	0.3947449028491974	0.09777928846589622
S2C21864	97446	0.98387610912323	0.008743107485459627
S2C21875	3598	0.7489043474197388	0.029288465896215726
S2C21912	4149	1.0	0.0
S2C22229	4447	0.31069380044937134	0.11668177354785104
S2C22230	2278	0.6930606961250305	0.033707228642646726
S2C22320	3922	1.0	0.0
S2C22619	6228	0.9778830409049988	0.009555102349120024
S2C22636	2349	1.0	0.0
S2C22844	3944	0.9999493360519409	0.0011518996903089357
S2C22940	3538	1.0	0.0
S2C22995	6551	0.9999966025352478	0.0005098572399728076
S2C23049	2351	0.9802044630050659	0.009252964725432435
S2C23198	2737	0.9634302854537964	0.011821134526776947
S2C23233	2954	0.9993820190429688	0.003021376236875897
S2C23425	24371	1.0	0.0
S2C23611	2900	0.75719153881073	0.028835259460684343
S2C23624	2189	0.011822101660072803	0.3310861847571569
S2C23677	2684	0.8987639546394348	0.01773170179016542
S2C23704	2147	0.2731909453868866	0.12640682831029534
S2C23720	9357	0.999989926815033	0.0006609260518166025
S2C23880	2324	0.6328943967819214	0.03886245184681623
S2C23903	4163	0.9948567152023315	0.006118286879673691
S2C24019	2933	0.9968336224555969	0.005381826421935192
S2C24036	35807	0.9958015084266663	0.0058350328574665765
S2C24098	3544	0.0930698961019516	0.1938779364000302
S2C24251	27414	0.9993864297866821	0.003021376236875897
S2C24271	10313	0.9995276927947998	0.0028514238235516276
S2C24285	71677	0.9999674558639526	0.0010385980814260896
S2C24480	13636	0.996429443359375	0.005532895233778986
S2C24502	2025	0.7695629000663757	0.027853312183699675
S2C24713	2148	0.12440633773803711	0.17648613943651334
S2C24723	7918	1.0	0.0
S2C24853	6487	1.0	0.0
S2C24941	2667	1.0	0.0
S2C25232	6241	0.9999992847442627	0.0003587884281290128
S2C25599	9420	0.9970411062240601	0.005249641211571871
S2C25735	3707	0.9992720484733582	0.003134677845758743
S2C25751	2323	0.9993788599967957	0.003021376236875897
S2C25907	2963	0.991588830947876	0.007100234156658358
S2C25982	2495	0.9608941674232483	0.012236573759347382
S2C26536	2103	0.5523061156272888	0.04817206737669008
S2C26662	6511	0.5900920033454895	0.043507817811012914
S2C26836	4091	0.9909714460372925	0.007232419367021678
S2C26905	131682	0.9874650239944458	0.007968879824760178
S2C27375	35063	0.9999907612800598	0.0006420424503361281
S2C27587	4168	0.9999966621398926	0.0005098572399728076
S2C28110	2090	1.0	0.0
S2C28159	2041	0.2084306925535202	0.14434624971674598
S2C28312	54772	0.9998856782913208	0.0017561749376841151
S2C28385	4027	0.9982646703720093	0.004418762746430999
S2C28390	97355	0.9961832165718079	0.005702847647103255
S2C28518	3271	0.9999662041664124	0.0010574816829065639
S2C28695	15365	0.9361832141876221	0.015012463176977114
S2C28800	4850	0.999708890914917	0.002284915779137397
S2C29034	2914	0.8261620998382568	0.023302364226905355
S2C29121	6386	0.9999949932098389	0.0005665080444142307
S2C29398	2650	0.9488343000411987	0.013822796283707228
S2C30097	2231	0.9999955296516418	0.0005476244429337563
S2C30335	4500	0.9800821542739868	0.009252964725432435
S2C30446	2009	0.9997900724411011	0.0020394289598912306
S2C30447	6856	0.9999969601631165	0.0005098572399728076
S2C30453	3634	0.9982971549034119	0.004399879144950525
S2C30482	2071	0.0018242779187858105	0.4659528665307047
S2C30637	2674	0.021619340404868126	0.28942895989123046
S2C30679	2352	0.9999997615814209	0.00026437042072664096
S2C30736	3124	0.08626760542392731	0.19871213837903165
S2C30852	2092	0.028580833226442337	0.2709419140418461
S2C30949	4012	0.9924830198287964	0.006835863735931717
S2C31182	2574	0.12132128328084946	0.1782045471712365
S2C31318	2844	0.9999879002571106	0.0007364604577384999
S2C31387	2114	1.0	0.0
S2C31607	2800	0.43516021966934204	0.08752549286199864
S2C31710	3003	0.9998196959495544	0.0020016617569302815
S2C31805	2244	0.9612097144126892	0.012161039353425485
S2C31807	2200	0.321431428194046	0.11415137094946748
S2C32005	3436	0.9994745254516602	0.0029458418309539994
S2C32054	4218	0.6571378111839294	0.036558652466198355
S2C32333	3725	0.8999817371368408	0.017675050985723997
S2C32437	5041	1.0	0.0
S2C32510	2267	0.9303792715072632	0.015541204018430396
S2C32557	2658	0.11105591058731079	0.18330311957096457
S2C32560	2060	0.06061454862356186	0.22227887302666363
S2C32754	3571	0.9999618530273438	0.0010574816829065639
S2C32832	11718	0.9989895820617676	0.0036823022886924993
S2C33177	2100	0.7709658741950989	0.027721126973336355
S2C33389	2642	0.12416340410709381	0.17661832464687666
S2C33566	4832	0.988821804523468	0.007647858599592114
S2C33602	4029	0.01815607026219368	0.3013256288239293
S2C33703	4883	0.34487205743789673	0.10884507893345419
S2C33716	2355	0.9866678714752197	0.00819548304252587
S2C33874	3354	0.9999772906303406	0.000849762066621346
S2C34098	3161	0.5200933814048767	0.05446030666968804
S2C34426	17212	0.9959150552749634	0.005816149255986102
S2C34439	3684	0.9997392892837524	0.002247148576176448
S2C34993	2035	0.9998865723609924	0.0017561749376841151
S2C35095	2240	0.8637948632240295	0.020602009215197524
S2C35172	2896	0.970279335975647	0.010763652843870384
S2C35358	2097	0.17625151574611664	0.15503436815469446
S2C35846	2076	0.9996618628501892	0.002435984590981192
S2C35873	2006	0.11240001022815704	0.1825288919102651
S2C35891	2805	0.9979017972946167	0.00468313316715764
S2C36378	2682	0.18656526505947113	0.15157866908376766
S2C36486	2208	0.0006628847913816571	0.5369740916987688
S2C36518	2238	0.9868888258934021	0.008119948636603973
S2C36618	2543	0.9996644258499146	0.002435984590981192
S2C36732	27574	0.9999964237213135	0.0005287408414532819
S2C36785	8240	0.9999927878379822	0.0006231588488556538
S2C36835	2798	0.45312294363975525	0.08267240728151673
S2C36873	4617	0.9269510507583618	0.015843341642117984
S2C36895	2501	0.3770064115524292	0.10210363320492484
S2C37129	2425	1.0	0.0
S2C37255	7716	1.0	0.0
S2C37397	2062	0.05895781144499779	0.2240728151673087
S2C37426	3162	0.21926233172416687	0.1405695294206511
S2C37606	6024	0.12781304121017456	0.17471108089734874
S2C37722	4313	0.9999454021453857	0.00117078329178941
S2C37895	2670	0.0002676987205632031	0.5976848704584938
S2C38056	2066	0.12975308299064636	0.17397462043961023
S2C38087	2063	0.010156739503145218	0.34286955208097286
S2C38140	2433	0.9999963045120239	0.0005287408414532819
S2C38239	3043	0.995990514755249	0.005816149255986102
S2C38401	2334	0.011518025770783424	0.3331633809200091
S2C38445	3356	0.999850869178772	0.0019072437495279099
S2C38571	4761	0.3939967155456543	0.0980058916836619
S2C38590	16168	0.9019178152084351	0.017580632978321624
S2C38649	7930	1.0	0.0
S2C38659	2646	0.6342755556106567	0.03874915023793338
S2C38678	3397	0.9977755546569824	0.0048153183775209605
S2C38822	97384	0.9999966621398926	0.0005098572399728076
S2C38860	2527	0.0922815352678299	0.19442556084296397
S2C38866	2084	0.1445617526769638	0.16717652390663948
S2C38920	6928	0.9998581409454346	0.0019072437495279099
S2C39065	2401	0.9078719019889832	0.01712742654279024
S2C39317	2303	0.007207402028143406	0.3668517259611753
S2C39419	3287	0.7201496362686157	0.031403429262028854
S2C39644	2203	0.9797677397727966	0.009328499131354332
S2C39700	3255	0.634630560874939	0.03865473223053101
S2C39730	2076	0.13849849998950958	0.17027343454943727
S2C39868	3851	0.9998160600662231	0.0020016617569302815
S2C40003	85760	0.49989843368530273	0.06282574212553818
S2C40188	2030	1.0	0.0
S2C40257	2141	0.04268105328083038	0.24522244882543998
S2C40535	34623	0.9999959468841553	0.0005476244429337563
S2C40590	7644	0.9733809232711792	0.010178261197975678
S2C40714	14999	0.9999826550483704	0.0008308784651408716
S2C40911	7586	0.9996991157531738	0.0023226829820983457
S2C40979	2004	0.9999772310256958	0.000849762066621346
S2C41047	2210	0.9999996423721313	0.00026437042072664096
S2C41268	9165	0.9999777674674988	0.000849762066621346
S2C41295	2303	0.12734971940517426	0.1750321021225168
S2C41380	3336	0.9985511302947998	0.0042110431301457816
S2C41583	2035	0.004584537353366613	0.39921821889870834
S2C41803	2606	0.7223761677742004	0.031233476848704585
S2C41808	2397	0.9748642444610596	0.009932774378729511
S2C41830	4510	0.9816610217094421	0.009026361507666742
S2C42095	4051	0.9989987015724182	0.003663418687212025
S2C42290	2348	0.960564374923706	0.01231210816526928
S2C42291	2062	0.2343626618385315	0.13649067150086863
S2C42339	97354	0.9960705637931824	0.005740614850064205
S2C42590	6398	1.0	0.0
S2C42625	2317	0.22352449595928192	0.13941762973034216
S2C42648	3197	0.9999977946281433	0.0004909736384923332
S2C42667	2372	0.9989820718765259	0.0036823022886924993
S2C42795	2338	0.9366848468780518	0.014974695974016164
S2C42870	3289	0.47682809829711914	0.07513785029080747
S2C42939	2810	0.9999997019767761	0.00026437042072664096
S2C43018	2651	0.990095853805542	0.007364604577384999
S2C43233	2192	0.5049934983253479	0.059105672633884734
S2C43493	2512	0.9954134821891785	0.005986101669310371
S2C43607	2272	0.4793384075164795	0.0742314374197447
S2C43721	2206	0.5548858642578125	0.047718860941158694
S2C43771	2436	0.4301796555519104	0.08890399577007327
S2C43856	7164	0.9325524568557739	0.015371251605106126
S2C43897	2083	0.0596667155623436	0.22331747110808972
S2C44242	97521	0.9931681156158447	0.006722562127048871
S2C44359	2054	0.2691287398338318	0.12721882317395575
S2C44451	5337	1.0	0.0
S2C44704	2664	0.9404719471931458	0.014804743560691894
S2C44745	2088	1.0	0.0
S2C44761	4315	0.9938678741455078	0.006552609713724601
S2C44767	9492	0.9997504353523254	0.002228264974695974
S2C44863	2329	0.989621639251709	0.007515673389228794
S2C44961	2336	0.09960131347179413	0.18993126369061109
S2C45071	97486	0.9962562322616577	0.005683964045622781
S2C45313	2398	0.9943481683731079	0.00628823929299796
S2C45508	2385	0.6473288536071777	0.03731399652541733
S2C45663	2632	0.05300021544098854	0.23053100687363093
S2C45700	7294	0.9999991059303284	0.00039655563108996147
S2C45766	2056	0.9992873668670654	0.003115794244278269
S2C45869	3254	0.946837842464447	0.014068283102953395
S2C45888	2323	0.01097363606095314	0.33686456681018206
S2C45977	2815	0.9999628663063049	0.0010574816829065639
S2C46090	2047	0.993497908115387	0.006628144119646499
S2C46379	8650	0.9902182817459106	0.00732683737442405
S2C46629	3001	1.0	0.0
S2C46646	2747	0.1784711480140686	0.1543545585013974
S2C46674	3690	0.2969140410423279	0.11996752020545358
S2C46675	3404	0.9950045943260193	0.006080519676712743
S2C46746	18348	0.9999650716781616	0.0010574816829065639
S2C46759	2263	1.0	0.0
S2C47360	3839	0.9997755289077759	0.002077196162852179
S2C47377	32114	0.9109164476394653	0.01699524133242692
S2C47446	5805	0.975377082824707	0.009876123574288088
S2C47931	22233	0.9942823648452759	0.00632600649595891
S2C47950	2016	0.9987552165985107	0.003927789107938666
S2C47974	2778	0.9995387196540833	0.002813656620590679
S2C47986	3440	1.0	0.0
S2C48004	2316	0.007719332352280617	0.3621685927940177
S2C48039	2013	0.13537557423114777	0.17153863584862905
S2C48115	5082	0.10458480566740036	0.1871931414759423
S2C48499	2600	0.5106297135353088	0.0570662436739935
S2C48557	3410	0.9999985694885254	0.0004343228340509102
S2C48631	23464	0.999997615814209	0.0004909736384923332
S2C48700	3698	0.9999831318855286	0.0008308784651408716
S2C48802	6474	0.9993430376052856	0.0030402598383563713
S2C48895	4287	0.9999997019767761	0.00026437042072664096
S2C48968	4728	0.9999989867210388	0.00039655563108996147
S2C48973	2251	0.888856828212738	0.01860034745826724
S2C48979	2183	0.937705934047699	0.01495581237253569
S2C49030	2976	0.8140203356742859	0.024171009895007176
S2C49334	2054	0.31450605392456055	0.11577536067678827
S2C49396	6977	0.9878416061401367	0.007855578215877332
S2C49770	2072	0.9867507219314575	0.008157715839564922
S2C49865	4570	0.9998900890350342	0.0017372913362036408
S2C49976	3442	0.9987320899963379	0.0039655563108996145
S2C50005	2666	0.9991275668144226	0.0033612810635244355
S2C50254	2027	0.010064839385449886	0.34360601253871137
S2C50290	2047	0.9999948740005493	0.0005665080444142307
S2C50345	97499	0.9673979878425598	0.011292393685323665
S2C50427	2112	0.999988317489624	0.0007175768562580256
S2C50503	2137	0.150553360581398	0.1643628672860488
S2C50520	2169	0.41820797324180603	0.09220862602915628
S2C50545	2103	0.8728302717208862	0.019922199561900444
S2C50651	2379	0.9996685981750488	0.002435984590981192
S2C51147	2816	0.08450702577829361	0.20003399048266485
S2C51148	6379	0.9998129606246948	0.0020205453584107563
S2C51366	2639	0.1987551599740982	0.14717878993881714
S2C51600	3735	0.8900139331817627	0.018487045849384393
S2C51625	59595	0.4721272587776184	0.07668630561220637
S2C51943	2164	0.1546810269355774	0.16298436437797417
S2C52262	3605	0.11153267323970795	0.18288768033839414
S2C52483	2730	0.8293646574020386	0.02301911020469824
S2C52486	2124	0.8327069282531738	0.022792506986932547
S2C52689	3263	0.9095604419708252	0.01707077573834882
S2C52876	2133	0.02216237410902977	0.28788050456983155
S2C52968	4660	0.9809476137161255	0.009177430319510536
S2C52971	2359	1.0	0.0
S2C52981	3290	0.39551013708114624	0.09760933605257195
S2C53112	2639	0.0011451027821749449	0.4990558199259763
S2C53366	2581	0.011201557703316212	0.3352594606843417
S2C53423	2633	0.9836699962615967	0.008761991086940101
S2C53473	9236	0.9999997019767761	0.00026437042072664096
S2C53521	3156	0.9999814033508301	0.0008308784651408716
S2C53614	2706	0.9454270601272583	0.014143817508875292
S2C53901	2138	0.9257150888442993	0.015881108845078932
S2C54029	2254	0.8941656351089478	0.018128257421255383
S5C2	6154	0.5779016613960266	0.044716368305763275
S5C3	2423	0.6614078283309937	0.03612432963214744
S5C10	2227	1.0	0.0
S5C20	5167	0.4586571156978607	0.08135055517788353
S5C27	2460	0.9999176263809204	0.0015295717199184228
S5C89	2825	0.07276170700788498	0.20998564846287485
S5C90	2414	0.9997518658638	0.002228264974695974
S5C97	6324	0.060603901743888855	0.22229775662814413
S5C118	6756	0.22405743598937988	0.13926656091849837
S5C154	6520	0.4551678001880646	0.08227585165042677
S5C190	7112	1.0	0.0
S5C192	4257	0.18926048278808594	0.150596721806783
S5C237	2130	0.6047027111053467	0.041713875670367856
S5C329	3206	0.3651603162288666	0.10467180300626935
S5C350	3445	0.15260055661201477	0.1636075232268298
S5C415	2814	0.19455735385417938	0.1485950600498527
S5C437	3942	0.979083776473999	0.009422917138756703
S5C470	3627	0.6446468830108643	0.03754059974318302
S5C511	8322	0.3943754732608795	0.09791147367625953
S5C524	5280	0.9999990463256836	0.00039655563108996147
S5C558	4654	0.9999994039535522	0.0003399048266485384
S5C576	5326	0.9331219792366028	0.015257949996223279
S5C608	21062	0.9999960660934448	0.0005476244429337563
S5C614	3805	0.011243375949561596	0.3349573230606541
S5C617	2075	0.3650624752044678	0.1047095702092303
S5C655	2776	0.9662054777145386	0.011500113301608883
S5C662	6410	0.7350568175315857	0.03008157715839565
S5C764	3462	0.336498498916626	0.11094115869778684
S5C790	2341	5.9518570196814835e-05	0.689648009668404
S5C832	4016	0.9999967813491821	0.0005098572399728076
S5C848	3299	0.022501002997159958	0.28676637208248357
S5C855	3473	0.9999926686286926	0.0006231588488556538
S5C859	8902	0.954971432685852	0.013029685021527305
S5C873	4707	0.3853001296520233	0.09989425183170934
S5C909	2910	0.9965988993644714	0.0054951280308180375
S5C933	2020	0.4151071012020111	0.09286955208097289
S5C945	5749	0.4638999402523041	0.07976433265352369
S5C954	6105	0.5571851134300232	0.04734118891154921
S5C975	2206	0.00032640359131619334	0.5854105294961855
S5C983	3132	0.0673145055770874	0.21497091925372008
S5C1001	3496	0.18298712372779846	0.15284387038295943
S5C1017	3017	0.4335496425628662	0.08790316489160813
S5C1034	2358	0.5944257974624634	0.04307349497696201
S5C1124	2782	0.0003407908952794969	0.5825591056726339
S5C1183	4973	0.9446283578872681	0.01421935191479719
S5C1185	6371	0.32334792613983154	0.11386811692726037
S5C1215	3580	0.00220761657692492	0.45269657829141174
S5C1224	3153	0.065776526927948	0.21651937457511897
S5C1253	6567	0.6844468116760254	0.0343870382959438
S5C1305	2499	0.014936240389943123	0.3148840546869099
S5C1317	2071	0.005794537253677845	0.38207190875443764
S5C1360	3275	0.9633744955062866	0.011821134526776947
S5C1386	2320	0.8655619621276855	0.02041317320039278
S5C1411	4901	0.5229401588439941	0.053704962610469066
S5C1434	3088	0.9999973177909851	0.0004909736384923332
S5C1486	2556	0.9903583526611328	0.007307953772943576
S5C1640	2047	0.9998481273651123	0.0019072437495279099
S5C1661	3689	0.20455288887023926	0.14551703300853538
S5C1684	2814	0.0008234530687332153	0.5222448825439988
S5C1686	2544	0.9996852874755859	0.002379333786539769
S5C1692	2262	0.8213714361190796	0.02358561824911247
S5C1706	2080	0.03765343874692917	0.25343681546944635
S5C1742	5637	0.3310832381248474	0.1122252435984591
S5C1785	4309	0.9639052152633667	0.011764483722335524
S5C1836	5553	0.6374571919441223	0.03835259460684342
S5C1845	5772	0.8659977912902832	0.02037540599743183
S5C1862	3801	0.9990814328193665	0.0034179318679658584
S5C1864	4211	0.5487372279167175	0.049021829443311425
S5C1866	4134	0.03329876810312271	0.26144346249716743
S5C1916	7455	0.15548425912857056	0.16271999395724754
S5C1928	2163	0.1376173496246338	0.17070775738348817
S5C1951	2680	0.29366597533226013	0.1208361658735554
S5C1955	2652	0.15995079278945923	0.16079386660623915
S5C1963	4612	0.9999979138374329	0.00045320643553138455
S5C2000	5043	0.7496590614318848	0.02925069869325478
S5C2008	2014	0.4876149594783783	0.0704736007251303
S5C2061	4904	0.09354022890329361	0.19355691517486215
S5C2072	3371	0.5319660902023315	0.05209985648462875
S5C2127	2477	0.23806555569171906	0.13560314223128636
S5C2142	3207	0.11580371111631393	0.18075383337110054
S5C2175	3753	0.16281814873218536	0.15983080293073496
S5C2187	4614	0.9733656644821167	0.010178261197975678
S5C2196	3358	0.0072669703513383865	0.36622856711231966
S5C2209	3738	0.5653383135795593	0.04635924163456454
S5C2230	2368	0.20700381696224213	0.14472392174635546
S5C2242	5966	0.9997015595436096	0.0023037993806178715
S5C2277	8254	0.14861363172531128	0.1650993277437873
S5C2308	8396	0.49186843633651733	0.06835863735931717
S5C2313	2308	0.09620536863803864	0.19191404184606087
S5C2333	5048	0.23804441094398499	0.13560314223128636
S5C2337	2332	0.051788829267024994	0.231966160586147
S5C2343	3719	0.9999991655349731	0.00039655563108996147
S5C2376	3717	0.9920780062675476	0.006911398141853614
S5C2419	6328	1.0	0.0
S5C2432	2741	0.04628519341349602	0.23972732079462195
S5C2513	2316	0.03297087177634239	0.2620855049475036
S5C2630	2492	0.5153130292892456	0.055725507968879824
S5C2638	3874	0.5004198551177979	0.06197598005891684
S5C2653	3104	0.6922601461410522	0.03378276304856862
S5C2711	7510	0.315359503030777	0.1153976886471788
S5C2724	2465	0.002193897496908903	0.45313090112546267
S5C2741	2282	0.020679350942373276	0.29216708210589926
S5C2743	7413	0.2495320588350296	0.13244958078404714
S5C2785	2539	0.981745719909668	0.009026361507666742
S5C2822	3409	0.09499862790107727	0.1926316187023189
S5C2851	5111	0.841154932975769	0.022131580935115944
S5C2862	2922	0.03521330654621124	0.2578744618173578
S5C2864	2313	0.3685119152069092	0.10399199335297228
